commit	composite_score	mean_reward	memory_gb	status	description	e2e_seconds	api_cost_usd	cogs_junctions_held	cogs_junctions_aligned	clips_junctions_held	aligned_by_agent	scrambled_by_agent	cells_visited	deaths	move_success	move_failed	vibe_changes	carbon_deposited	carbon_amount	oxygen_amount	silicon_amount	germanium_amount	heart_amount	miner_gained	aligner_gained	scrambler_gained	scout_gained
565e534	61.583478	61.583478	0.000	discard	milestones_2:25 + role_cond + penalize_vibe ent=0.10 gae=0.95 10min — clean breakthrough + longer GAE horizon	2026-03-13T09:13:32	617			0.0	0.0	1188515.2	0.0	0.0	2427344.5	3.0	4583.7	3573.5	0.0	0.0	5.9	5.6	8.4	7.9	2.5	0.2	0.4	0.4	0.3
b968692	64.322733	64.322733	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.15 10min — higher entropy for alignment chain exploration	2026-03-13T09:25:59	618			425.6	0.0	1199995.8	0.1	0.0	2628355.8	2.8	4828.6	3318.1	0.0	2.8	4.0	13.5	11.2	2.4	0.5	0.3	0.2	0.4	0.2
2352f66	50.380237	50.380237	0.000	keep	milestones_2:25 + role_cond + penalize_vibe + credit ent=0.15 10min — credit bootstrap with high entropy for alignment	2026-03-13T09:38:21	617			414.4	0.0	1189279.2	0.1	0.0	2236661.7	2.4	4655.3	3464.0	0.0	7.0	4.2	3.5	6.5	9.0	2.4	0.5	0.4	0.5	0.3
9a5cebb	67.762420	67.762420	0.000	keep	milestones + milestones_2:25 + role_cond + penalize_vibe ent=0.15 10min — milestones for direct align/scramble reward + high entropy	2026-03-13T09:50:59	618			125.5	0.0	1193771.2	0.0	0.0	2430029.9	3.4	4910.9	3223.2	0.0	5.2	6.9	3.4	4.6	5.0	0.5	0.3	0.3	0.4	0.3
dc23832	63.751902	63.751902	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.10 vf_coef=2.0 10min — clean breakthrough + lower vf_coef for more policy freedom	2026-03-13T10:03:55	619			0.0	0.0	1197293.0	0.0	0.0	2363287.0	2.5	4503.2	3676.1	0.0	1.3	17.5	18.8	17.1	17.4	1.9	0.1	0.1	0.1	0.1
9863aad	59.538677	59.538677	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.12 10min — entropy midpoint between hearts (0.10) and junctions (0.15)	2026-03-13T10:16:24	619			71.0	0.0	1199655.9	0.0	0.0	2529194.7	2.2	4682.7	3494.6	0.0	7.0	13.1	10.6	11.5	10.0	1.5	0.2	0.2	0.2	0.2
4a77cd8	68.342083	68.342083	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.10 epochs=2 10min — more PPO updates per batch for faster alignment learning	2026-03-13T10:28:27	617			0.0	0.0	1197293.0	0.0	0.0	2808501.9	2.1	4603.4	3522.0	0.0	0.0	16.9	17.9	16.6	16.6	2.0	0.1	0.1	0.1	0.1
80b503c	47.799598	47.799598	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.10 mb=4096 10min — smaller minibatch for 2x more gradient updates per rollout	2026-03-13T10:40:31	618			8.5	0.0	1190854.5	0.0	0.0	2155998.4	1.6	4568.5	3530.7	0.0	2.5	9.8	7.8	9.6	9.4	1.8	0.3	0.3	0.4	0.3
56edd77	57.236960	57.236960	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.10 clip=0.15 10min — tighter PPO clipping for more conservative stable updates	2026-03-13T10:52:31	617			0.0	0.0	1189279.2	0.0	0.0	2371848.4	2.7	4686.7	3500.1	0.0	2.5	8.6	11.1	7.6	12.4	1.6	0.3	0.2	0.2	0.3
135677d	60.923127	60.923127	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.08 10min — lower entropy for more exploitation of heart/alignment strategies	2026-03-13T11:04:48	617			0.0	0.0	1189252.9	0.0	0.1	2633337.2	2.8	4496.0	3792.1	0.0	0.0	12.8	12.2	12.5	11.2	2.5	0.2	0.1	0.2	0.2
eb1f3bf	62.716839	62.716839	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.15 gamma=0.999 10min — high entropy + longer discount horizon for junction holding	2026-03-13T11:16:56	619			532.6	0.0	1189277.5	0.1	0.0	2670676.4	3.2	4770.0	3393.2	0.0	13.6	14.6	6.6	6.6	5.6	2.4	0.3	0.2	0.2	0.2
b64c99d	54.245715	54.245715	0.000	discard	milestones_2:25 + role_cond + penalize_vibe + credit ent=0.15 gamma=0.999 10min — credit bootstrap on best junction config	2026-03-13T11:28:55	618			0.0	0.0	1194105.0	0.0	0.0	2869709.6	3.1	4760.3	3366.1	0.0	5.0	10.0	8.1	8.1	6.8	1.1	0.2	0.2	0.2	0.2
a15f1c9	62.394933	62.394933	0.000	keep	milestones + milestones_2:25 + role_cond + penalize_vibe ent=0.15 gamma=0.999 10min — direct align/scramble reward on best junction config	2026-03-13T11:41:04	617			319.8	0.0	1190581.9	0.0	0.0	2484606.8	2.0	4689.4	3488.5	0.0	2.0	4.5	3.4	6.0	10.4	2.1	0.2	0.4	0.5	0.3
96b72bf	69.713555	69.713555	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.15 gamma=0.999 gae=0.95 10min — longer GAE + longer discount on best junction config	2026-03-13T11:53:23	618			1029.8	0.1	1196942.6	0.0	0.0	2340955.2	2.6	4716.5	3336.9	0.0	2.0	14.2	14.9	15.0	15.4	2.8	0.2	0.2	0.3	0.1
ad50dba	61.381981	61.381981	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.15 gamma=0.999 gae=0.95 epochs=2 10min — 2x PPO updates on best junction config	2026-03-13T12:05:22	618			29.0	0.0	1193900.1	0.0	0.0	2522589.2	2.6	4942.0	3141.1	0.0	3.8	4.6	3.0	4.0	4.2	0.2	0.4	0.3	0.4	0.3
931366d	56.917315	56.917315	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.10 gamma=0.999 gae=0.95 10min — hearts entropy + junction hyperparams	2026-03-13T12:17:28	618			0.0	0.0	1202056.2	0.0	0.0	2444672.2	2.8	4727.4	3501.5	0.0	2.8	9.5	11.0	7.8	8.2	1.6	0.2	0.2	0.2	0.2
b0b034c	47.171113	47.171113	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.15 gamma=0.999 gae=0.95 vf_coef=1.0 10min — lower vf weight on best junction config for more policy freedom	2026-03-14T05:23:39	617			0.0	0.0	1202418.4	0.0	0.0	2184067.9	2.4	4675.9	3416.4	0.0	2.7	6.6	6.0	7.8	4.9	1.0	0.3	0.3	0.4	0.3
6487277	59.313192	59.313192	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.15 gamma=0.999 gae=0.95 lr=0.0015 10min — higher LR on best junction config for faster strategy learning	2026-03-14T05:35:43	618			60.4	0.0	1195399.8	0.0	0.0	2458687.0	2.2	4782.8	3304.1	0.0	16.5	7.2	3.6	14.8	4.9	0.4	0.4	0.3	0.3	0.3
7d65283	54.128960	54.128960	0.000	keep	milestones_2:25 + role_cond + penalize_vibe ent=0.15 gamma=0.999 gae=0.95 bptt=256 10min — longer LSTM temporal memory for multi-step alignment chain	2026-03-14T05:47:45	619			0.0	0.0	1188495.0	0.0	0.0	2108602.6	2.1	4786.1	3239.5	0.0	3.0	8.5	7.8	9.2	8.4	1.0	0.2	0.2	0.3	0.2
